id,text,file,node,lineNumber
line:044e8e08,"Merchant: ""A fine choice, if you could afford it.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,229
line:95533198,"You can't afford it. (Need 60, have {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,230
line:036336ef,🛡️ Shield Charm (60 gold) — block +10,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,232
line:e6eaf18f,"Merchant: ""Deflects most things. The rest builds character.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,236
line:70daf6f8,A small charm attaches itself to your armor. (Block: {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,237
line:ca8bff61,"Merchant: ""Perhaps next time.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,239
line:5cbbf816,"You can't afford it. (Need 60, have {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,240
line:ff2e9c88,❤️ Max HP Upgrade (80 gold) — max HP +20,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,242
line:691e9bff,"Merchant: ""Vitality. The most underrated commodity.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,247
line:d34f9266,You feel your body expand slightly to accommodate more punishment. (Max HP: {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,248
line:457f9511,"Merchant: ""A wise investment, if only you had the funds.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,250
line:d4622a81,"You can't afford it. (Need 80, have {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,251
line:42522df6,🚪 Leave,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,253
line:29f66908,"Merchant: ""Come again! Or don't. The tower doesn't care either way.""",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1Shop,254
line:aaf6a4f0,"Lying on the floor, bleeding out of your wounds, a towering hooded figure approaches. In their hand, a gruesome blade shines red.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1ClimbDie,259
line:10a7ad69,"""Uh... I always thought it was a Scythe"" you think to yourself.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1ClimbDie,261
line:8697aa1e,"- Stranger: I'm sorry, I'm not Death. I'm something way, way worse... little one.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1ClimbDie,263
line:2502ce80,"He raises the sword in the air, and you prepare for the strike, but it never comes. Everything just fades away, and you feel numb.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/act1hub.yarn,Act1ClimbDie,265
line:5d3589e5,"As you touch the altar, the room walls seem to vanish in thin air, uncovering a bigger room. The light is dim, from the torches in the walls, but you can see a huge creature, seemingly in deep slumber. Wings, tentacles, like a rolling mass of flesh, you can hardly identify the shape of a creature.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,3
line:e764807c,"No head in sight, but you feel suddenly like the creature is watching you. The stare crushes your soul, and makes you feel empty, like a walking corpse. How can it see me, with no eyes?",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,5
line:7154870b,"Creature: Why do you disturb my slumber again, pathetic worm? Do you really like dying that much?",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,7
line:e049389b,A-again?,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,8
line:76793fec,"You see the beast grinning, tasting your confusion. How many times has this happened already?",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,9
line:93f0f88c,"Creature: More than you can count, little one. And yet here you are.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,10
line:05c0fffb,"I'm already here, so let's do it!",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,11
line:bf91f662,"The beast lets out a sound that might be a laugh, if laughs could strip paint.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,12
line:29a1f115,Creature: That's what they all say. Right before the end.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,13
line:8a34958b,Creature: How many times do I have to teach you this lesson?,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,15
line:1c0492fc,"The creature rises. The floor cracks under its weight. Your stats: HP {0}/{1}, Damage {2}, Block {3}.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,20
line:a6559b65,⚔️ Strike hard,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,22
line:30659c12,Your blow lands on something that might be a flank. The creature shudders. (Boss HP: {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,24
line:a1782382,It swings a tentacle at you!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,25
line:374824f5,(Your HP: {0}/{1}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,30
line:83f57c5f,⚔️ Keep attacking,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,31
line:15c57b28,"You rain blows on the creature, ignoring the pain. (Boss HP: {0})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,34
line:af9472b1,It retaliates twice!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,35
line:39a475c6,The creature is badly wounded. One final push!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,44
line:9a311158,⚔️ Finish it,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,45
line:0c01162f,🛡️ Brace and strike,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,48
line:b6501fb6,🛡️ Defend and counter,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,55
line:206018c1,"You absorb the next blow and counter. (Boss HP: {0}, Your HP: {1}/{2})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,61
line:b17da751,The creature is staggered. Press the advantage!,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,65
line:274da026,⚔️ Final strike,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,66
line:c2c46746,🛡️ Careful finish,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,69
line:54f46031,🛡️ Defend first,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,76
line:eea569a8,"You raise your guard. The creature's first blow glances off. You counter-attack. (Boss HP: {0}, Your HP: {1}/{2})",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,82
line:78956edf,The creature is enraged. It attacks relentlessly.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,83
line:db000a41,⚔️ Meet it head on,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,84
line:4d300d36,You're both battered. One of you will break first.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,93
line:f76104af,⚔️ Everything you have,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,94
line:615103d8,🛡️ Outlast it,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,101
line:f04cbc48,🛡️ Keep defending,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,108
line:667cbb3f,Your patience pays off. The creature overextends. (Boss HP: {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,114
line:01974a6d,⚔️ Strike the opening,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1Boss,118
line:388da0a3,"You had a horrible, excruciating death, but somehow, you are still here. Your consciousness is floating in the room, un-alived.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,124
line:82dca93a,"The creature looms over what remains of you, utterly unimpressed.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,126
line:14ecae4d,Creature: Same as always. Come back when you've learned something.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,128
line:b779cad3,A cold hand grips your floating soul. The Gatekeeper's voice echoes from somewhere below.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,131
line:2149cda4,"Gatekeeper: You've met with a terrible fate, haven't you? Let me honor our blood pact.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,132
line:9b18c43d,The world rewinds. You find yourself at the bottom of the tower again.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,133
line:0d28c34a,The darkness takes you completely. The tower keeps its secrets.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,136
line:9c357cda,Perhaps someone else will try tomorrow.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossDie,138
line:3ef238ff,"The beast lays at your feet, completely broken. The tentacles still attached to the body twitch. The feathers, mixed with blood, shine a maddening purple light. The now dismembered body leaks a green slime.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,143
line:db7bff9f,"You stand there, breathing hard, not entirely sure what just happened.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,145
line:4d4bf8e8,Take a tentacle,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,147
line:f71af171,"You wrench a tentacle free. It writhes in your hand for a moment, then goes still.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,148
line:612af606,It feels like it might be useful. Or cursed. Probably both.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,149
line:c2bf9298,(Damage +15: now {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,151
line:548f95ef,Take a feather,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,152
line:eede9c76,You pluck one of the shimmering purple feathers. It hums faintly against your fingers.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,153
line:78ee9b01,Something about it makes you feel... harder to kill.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,154
line:e9f32491,(Max HP +25: now {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,157
line:7fc323e6,Drink the slime,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,158
line:1cedbed0,You cup some of the green slime and drink it before the rational part of your brain can object.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,159
line:8addb9a7,It tastes like old coins and bad decisions. You feel strangely wealthy.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,160
line:308cb03e,(Gold +150: now {0}),/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,162
line:a6bcb749,"The room gets smaller again. On the ceiling above the altar, there is now a hole, and you see the clear silhouette of someone with the head of a raven and a cloak, throwing a rope down for you to climb to the next floor.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,164
line:0529d3d7,What's happening here?,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,166
line:9319d4a0,"Raven Figure: Well done, little worm. You surprise me. Again.",/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,168
line:2948dd39,You grab the rope. The tower isn't done with you yet.,/home/runner/work/EpicronLibrary/EpicronLibrary/stories/the-spire/source/boss.yarn,Act1BossWin,170
